iter	Logloss
334	0.3074450017
335	0.3071553878
336	0.3069051642
337	0.3065309704
338	0.306338412
339	0.3058855888
340	0.3056078246
341	0.3052833882
342	0.3047808063
343	0.3045424227
344	0.3041469408
345	0.3038800214
346	0.3033743727
347	0.3029007464
348	0.3023979778
349	0.3021562852
350	0.3016872316
351	0.3015115705
352	0.3011596622
353	0.3008139662
354	0.3003981732
355	0.3001526305
356	0.2999384802
357	0.2993556928
358	0.2988106846
359	0.2984817199
360	0.298116461
361	0.2977618101
362	0.2975204605
363	0.2975060142
364	0.2972782203
365	0.2971122204
366	0.2968405908
367	0.2964014267
368	0.2963091208
369	0.2961328538
370	0.2953090041
371	0.2949337255
372	0.2947504944
373	0.2945387644
374	0.294353813
375	0.2938890364
376	0.2935004124
377	0.2932167432
378	0.2925423009
379	0.2921872656
380	0.2919717738
381	0.2916938294
382	0.2914057824
383	0.2909818216
384	0.2905008504
385	0.2903257942
386	0.2899568712
387	0.2895878915
388	0.2893947782
389	0.2891210248
390	0.2890762103
391	0.2886205708
392	0.2882805623
393	0.2880042645
394	0.2876908478
395	0.2870966517
396	0.2868484779
397	0.2863969071
398	0.2859722563
399	0.285677442
400	0.2853784301
401	0.2849561623
402	0.2846000695
403	0.2845385986
404	0.2842933721
405	0.2840390848
406	0.2837713896
407	0.2833938411
408	0.2830575082
409	0.2829060559
410	0.2827637928
411	0.2824963197
412	0.28233494
413	0.2818853225
414	0.2814328683
415	0.2813494551
416	0.2810385671
417	0.2808178439
418	0.2806608791
419	0.2804636915
420	0.2798681483
421	0.2796325301
422	0.2793490988
423	0.2790969899
424	0.2787141157
425	0.2784145883
426	0.2779187285
427	0.2776726016
428	0.2775102382
429	0.2772585341
430	0.2768028621
431	0.2765933658
432	0.2763947578
433	0.2758075556
434	0.2756545413
435	0.2753635319
436	0.2752821824
437	0.2748764037
438	0.274632283
439	0.2744442172
440	0.2742302747
441	0.2739507497
442	0.2734177524
443	0.2731907022
444	0.2726495791
445	0.272388311
446	0.272273119
447	0.2719332065
448	0.2716444902
449	0.2714929333
450	0.2713080514
451	0.2710933942
452	0.2709807947
453	0.2707822937
454	0.2705306401
455	0.2702761539
456	0.2700227381
457	0.2697881395
458	0.2695609429
459	0.2692871785
460	0.2689159152
461	0.2685611574
462	0.2684336233
463	0.2682313211
464	0.2679814711
465	0.2676372927
466	0.2673534135
467	0.2669900814
468	0.2667481358
469	0.2661590377
470	0.2657287088
471	0.2653493356
472	0.2651542987
473	0.2649332818
474	0.2645693956
475	0.2643309482
476	0.2639525315
477	0.2636505874
478	0.2634033892
479	0.2632154112
480	0.2630842713
481	0.2627938721
482	0.2623559647
483	0.2619489692
484	0.2616635419
485	0.261384606
486	0.2610515104
487	0.2607984266
488	0.2606397171
489	0.2603451901
490	0.2601033331
491	0.259905949
492	0.2596857824
493	0.2593027211
494	0.2590895106
495	0.2587805811
496	0.2585864002
497	0.2582766078
498	0.257976923
499	0.2577172611
500	0.2576405184
501	0.2574940655
502	0.2571613483
503	0.2569348214
504	0.2567995205
505	0.2565404523
506	0.2564799712
507	0.2564707872
508	0.2563257722
509	0.2561246071
510	0.2555879619
511	0.255319363
512	0.2550647763
513	0.2547918522
514	0.2546109405
515	0.2543566687
516	0.2543268806
517	0.254040642
518	0.2536988743
519	0.2533646289
520	0.2531475175
521	0.2530265033
522	0.2528711944
523	0.2527310091
524	0.2525073465
525	0.2522504964
526	0.2519696788
527	0.2518469059
528	0.2517007561
529	0.2514870773
530	0.2513424756
531	0.2511857569
532	0.2508893168
533	0.2507001459
534	0.2505593682
535	0.2502231138
536	0.2499207181
537	0.2498158168
538	0.2495520034
539	0.2493195318
540	0.2490755242
541	0.2486606629
542	0.2484282894
543	0.248095418
544	0.2479739234
545	0.2478245139
546	0.247479051
547	0.2471378529
548	0.2468034249
549	0.2465288615
550	0.2462219309
551	0.2461208044
552	0.2459284083
553	0.2456686619
554	0.2453514411
555	0.245187665
556	0.244990848
557	0.2447871531
558	0.2445495104
559	0.2442455825
560	0.2439431579
561	0.2437944746
562	0.2434259759
563	0.2431281573
564	0.2430110734
565	0.2426423347
566	0.2424465996
567	0.2423039488
568	0.2420557786
569	0.2417649324
570	0.2416086811
571	0.2414041623
572	0.2413763011
573	0.2412562305
574	0.2411074626
575	0.2410190484
576	0.2408385387
577	0.2405144627
578	0.2401714101
579	0.2397385872
580	0.2396109206
581	0.2393312645
582	0.2392141864
583	0.2389324733
584	0.2387920968
585	0.238630663
586	0.23843902
587	0.2381881268
588	0.2379731501
589	0.2377574155
590	0.2375330286
591	0.2372076202
592	0.2369315026
593	0.2368095645
594	0.2365394639
595	0.2362139217
596	0.2360772362
597	0.2357187031
598	0.2353808693
599	0.2351794788
600	0.2349504806
601	0.2346700471
602	0.2343675513
603	0.2341732181
604	0.2339830744
605	0.2334504469
606	0.2331698055
607	0.2331016283
608	0.2329056784
609	0.2327537634
610	0.2327175812
611	0.2324803754
612	0.2324542507
613	0.2322084912
614	0.2318665119
615	0.2316492141
616	0.2315118219
617	0.231375964
618	0.2311785514
619	0.2310148246
620	0.2308258746
621	0.2307645558
622	0.2305461038
623	0.2305379988
624	0.2302966687
625	0.2300947412
626	0.2299277758
627	0.2295988615
628	0.2295206216
629	0.2292592094
630	0.229034733
631	0.2289543709
632	0.2286681205
633	0.2286092238
634	0.2283985615
635	0.2281728865
636	0.2279808721
637	0.2276422579
638	0.2276366929
639	0.2275514188
640	0.2273354892
641	0.2268944836
642	0.2267618017
643	0.226597456
644	0.2264619378
645	0.2263351264
646	0.2261042229
647	0.2258913936
648	0.2256827725
649	0.2255110257
650	0.2251875893
651	0.2249476763
652	0.224686422
653	0.2246859497
654	0.2245457547
655	0.2243735147
656	0.224192396
657	0.2240510032
658	0.2237541374
659	0.2235186393
660	0.2233580213
661	0.2229556447
662	0.2227299551
663	0.2224375583
664	0.2222792016
665	0.2220557358
666	0.2218393059
667	0.2216338827
668	0.2214834739
669	0.2213543507
670	0.2211073889
671	0.2209641112
672	0.220904642
673	0.2207260437
674	0.2205076958
675	0.2204348203
676	0.2202685457
677	0.2200995692
678	0.2197352912
679	0.219469745
680	0.2193367221
681	0.2191259047
682	0.2187776391
683	0.2186228688
684	0.2184147163
685	0.2182046529
686	0.2180578176
687	0.2178349198
688	0.2176903389
689	0.2174208286
690	0.2173090221
691	0.2170797131
692	0.2169853103
693	0.2168415594
694	0.2166834651
695	0.2164918896
696	0.2162721393
697	0.216082564
698	0.215968169
699	0.2157879755
700	0.2155751507
701	0.2154255385
702	0.2152417605
703	0.2150506888
704	0.2149175873
705	0.2147595089
706	0.2144704048
707	0.2141621259
708	0.2139964124
709	0.2138934371
710	0.2137882705
711	0.2135164103
712	0.2132632171
713	0.2130444359
714	0.2130159058
715	0.2125951882
716	0.2124352829
717	0.2122955428
718	0.2121125553
719	0.2119285304
720	0.2117570069
721	0.2115588977
722	0.2113348783
723	0.2111573394
724	0.2110233274
725	0.2108851956
726	0.210615724
727	0.2105191686
728	0.2103775878
729	0.2100814402
730	0.2099025664
731	0.2097262937
732	0.2094969884
733	0.2093268401
734	0.2091217733
735	0.2090072648
736	0.2088145091
737	0.2087094377
738	0.2085699799
739	0.2084506278
740	0.2082218725
741	0.2080339637
742	0.2078515214
743	0.2077753515
744	0.2074862251
745	0.2073330151
746	0.2070365404
747	0.206732352
748	0.2065822236
749	0.2064703744
750	0.2062825245
751	0.2061806978
752	0.2058623
753	0.2056977631
754	0.2054727456
755	0.2053297819
756	0.2051779296
757	0.204991754
758	0.2048347554
759	0.2046793846
760	0.2045412544
761	0.2044673556
762	0.2043584386
763	0.2042500541
764	0.2041588066
765	0.2040268118
766	0.2038434821
767	0.2038148227
768	0.2036534621
769	0.2035193317
770	0.2034332284
771	0.2032389035
772	0.2030871879
773	0.2027445059
774	0.202620538
775	0.2025331535
776	0.2022714875
777	0.2022029776
778	0.201876393
779	0.2017476652
780	0.2016572891
781	0.2013827363
782	0.2011380977
783	0.2009375881
784	0.2007844814
785	0.2005613936
786	0.200247186
787	0.2000250466
788	0.1999737569
789	0.1998607274
790	0.199615328
791	0.1994269561
792	0.1993557402
793	0.1991170022
794	0.1989950548
795	0.1986399144
796	0.1983897145
797	0.1981760048
798	0.1978991955
799	0.1978260942
800	0.1975930933
801	0.1975383856
802	0.1974306717
803	0.1973214878
804	0.197049988
805	0.1969533821
806	0.1968458093
807	0.1967301609
808	0.1964506037
809	0.1963733809
810	0.1962059557
811	0.1961427532
812	0.1960541051
813	0.1958813452
814	0.1956727501
815	0.19551436
816	0.1953530971
817	0.1951964024
818	0.1950338713
819	0.1949298687
820	0.1947751383
821	0.1946237665
822	0.1946202529
823	0.1945971735
824	0.1942530455
825	0.1940813126
826	0.193880141
827	0.1937233153
828	0.1935180535
829	0.1933220755
830	0.1932121763
831	0.192992662
832	0.192707668
833	0.1926058474
834	0.1924641478
835	0.1922054559
836	0.1921654049
837	0.192040214
838	0.1918311937
839	0.1917514056
840	0.191392167
841	0.1912021287
842	0.1910515568
843	0.1908333688
844	0.1905745988
845	0.1904498489
846	0.1900232042
847	0.1898485219
848	0.1896904849
849	0.1895912637
850	0.1893634617
851	0.1893426798
852	0.1891661321
853	0.1890057736
854	0.1889495959
855	0.1888339532
856	0.1886091973
857	0.1884975185
858	0.1884001697
859	0.1881395534
860	0.1879086673
861	0.1877515015
862	0.1875290024
863	0.1872857305
864	0.1870427766
865	0.1869275586
866	0.1867965484
867	0.1865478363
868	0.1864774231
869	0.1863484859
870	0.1861773152
871	0.1859886797
872	0.1858857016
873	0.1856300652
874	0.1853697796
875	0.1852882299
876	0.1851401907
877	0.1849566063
878	0.1847690364
879	0.1846211176
880	0.1845517761
881	0.1843577343
882	0.1841940278
883	0.1841087349
884	0.1837818073
885	0.1837083565
886	0.1836438793
887	0.1835146203
888	0.1833366961
889	0.1831230584
890	0.1830661289
891	0.1830388401
892	0.1830023832
893	0.1829758406
894	0.1827778739
895	0.1827158187
896	0.1826707235
897	0.1824903704
898	0.1824048611
899	0.1822877992
900	0.1821209973
901	0.1818978498
902	0.181838335
903	0.1816576109
904	0.181470718
905	0.1813354724
906	0.181129187
907	0.1810177174
908	0.1809283499
909	0.1808130855
910	0.1806587441
911	0.1804698462
912	0.1802792297
913	0.180191348
914	0.1799865318
915	0.1797464166
916	0.1795845284
917	0.1794058158
918	0.1792159003
919	0.1789489273
920	0.1787146106
921	0.1784973564
922	0.1783789746
923	0.1781650371
924	0.1780737724
925	0.1778075378
926	0.1776580566
927	0.1774539886
928	0.1773644824
929	0.177193007
930	0.1770126868
931	0.1768726945
932	0.176778061
933	0.1766748823
934	0.1766031236
935	0.1762424846
936	0.176101176
937	0.1759677442
938	0.175901797
939	0.1757546712
940	0.175664892
941	0.1755286659
942	0.17528678
943	0.1752343918
944	0.1750551072
945	0.1749340577
946	0.1748287621
947	0.1745973284
948	0.174506351
949	0.174332209
950	0.1742854664
951	0.1741076537
952	0.1739105487
953	0.1738528876
954	0.1738040903
955	0.1737620997
956	0.1736887596
957	0.1736559843
958	0.1734475007
959	0.1731714596
960	0.1729950742
961	0.1728453132
962	0.172775297
963	0.1726826881
964	0.172531914
965	0.1724373399
966	0.1721203522
967	0.1720537562
968	0.1719460284
969	0.1718639697
970	0.1717572806
971	0.1717083393
972	0.1715714622
973	0.1715239173
974	0.1713551995
975	0.1710951503
976	0.1709417385
977	0.170835128
978	0.1706753461
979	0.1705366963
980	0.1703226762
981	0.1701938451
982	0.1700474691
983	0.1699011232
984	0.1697476065
985	0.1696162956
986	0.1695690757
987	0.1695165211
988	0.1693140053
989	0.169175192
990	0.1689494901
991	0.168858282
992	0.1687376743
993	0.1684765783
994	0.1684191748
995	0.1682677582
996	0.1681341901
997	0.1679663235
998	0.1678060956
999	0.1676417496
